accid,gene,uniprot_id,gene_synonym,gene_orfname,reviewed
Q8NGQ1,OR9G4,OR9G4_HUMAN,none,none,Y
Q8NGQ2,OR6Q1,OR6Q1_HUMAN,none,none,Y
Q8NGQ3,OR1S2,OR1S2_HUMAN,none,none,Y
Q8NGQ4,OR10Q1,O10Q1_HUMAN,none,none,Y
Q8NGQ5,OR9Q1,OR9Q1_HUMAN,none,none,Y
Q8NGQ6,OR9I1,OR9I1_HUMAN,none,none,Y
Q8NGR1,OR13A1,O13A1_HUMAN,none,none,Y
Q8NGR2,OR1L6,OR1L6_HUMAN,OR1L7,none,Y
Q8NGR3,OR1K1,OR1K1_HUMAN,none,none,Y
Q8NGR4,OR5C1,OR5C1_HUMAN,OR5C2P,none,Y
Q8NGR5,OR1L4,OR1L4_HUMAN,OR1L5,none,Y
Q8NGR6,OR1B1,OR1B1_HUMAN,none,none,Y
Q8NGR8,OR1L8,OR1L8_HUMAN,none,none,Y
Q8NGR9,OR1N2,OR1N2_HUMAN,none,none,Y
Q8NGS0,OR1N1,OR1N1_HUMAN,OR1N3,none,Y
Q8NGS1,OR1J4,OR1J4_HUMAN,none,none,Y
Q8NGS2,OR1J2,OR1J2_HUMAN,OR1J3,none,Y
Q8NGS2,OR1J2,OR1J2_HUMAN,OR1J5,none,Y
Q8NGS3,OR1J1,OR1J1_HUMAN,none,none,Y
Q8NGS4,OR13F1,O13F1_HUMAN,none,none,Y
Q8NGS5,OR13C4,O13C4_HUMAN,none,none,Y
Q8NGS6,OR13C3,O13C3_HUMAN,none,none,Y
Q8NGS7,OR13C8,O13C8_HUMAN,none,none,Y
Q8NGS8,OR13C5,O13C5_HUMAN,none,none,Y
Q8NGS9,OR13C2,O13C2_HUMAN,none,none,Y
Q8NGT0,OR13C9,O13C9_HUMAN,none,none,Y
Q8NGT1,OR2K2,OR2K2_HUMAN,OR2AR1P,none,Y
Q8NGT2,OR13J1,O13J1_HUMAN,none,none,Y
Q8NGT5,OR9A2,OR9A2_HUMAN,none,none,Y
Q8NGT7,OR2A12,O2A12_HUMAN,OR2A12P,none,Y
Q8NGT9,OR2A1,OR2A1_HUMAN,none,none,Y
Q8NGT9,OR2A42,OR2A1_HUMAN,none,none,Y
Q8NGU1,OR9A1P,OR9A1_HUMAN,OR9A1,none,Y
Q8NGU2,OR9A4,OR9A4_HUMAN,none,none,Y
Q8NGU4,OR2I1P,OR2I1_HUMAN,OR2I3P,none,Y
Q8NGU4,OR2I1P,OR2I1_HUMAN,OR2I4P,none,Y
Q8NGU4,OR2I1P,OR2I1_HUMAN,OR2I2,none,Y
Q8NGU9,GPR150,GP150_HUMAN,none,none,Y
Q8NGV0,OR2Y1,OR2Y1_HUMAN,none,none,Y
Q8NGV5,OR13D1,O13D1_HUMAN,none,none,Y
Q8NGV6,OR5H6,OR5H6_HUMAN,none,none,Y
Q8NGV7,OR5H2,OR5H2_HUMAN,none,none,Y
Q8NGW1,OR6B3,OR6B3_HUMAN,OR6B3P,none,Y
Q8NGW6,OR6K6,OR6K6_HUMAN,none,none,Y
Q8NGX0,OR11L1,O11L1_HUMAN,none,none,Y
Q8NGX1,OR2T34,O2T34_HUMAN,none,none,Y
Q8NGX2,OR2T35,O2T35_HUMAN,none,none,Y
Q8NGX3,OR10T2,O10T2_HUMAN,none,none,Y
Q8NGX5,OR10K1,O10K1_HUMAN,none,none,Y
Q8NGX6,OR10R2,O10R2_HUMAN,none,none,Y
Q8NGX8,OR6Y1,OR6Y1_HUMAN,OR6Y2,none,Y
Q8NGX9,OR6P1,OR6P1_HUMAN,none,none,Y
Q8NGY0,OR10X1,O10X1_HUMAN,OR10X1P,none,Y
Q8NGY1,OR10Z1,O10Z1_HUMAN,none,none,Y
Q8NGY2,OR6K2,OR6K2_HUMAN,none,none,Y
Q8NGY3,OR6K3,OR6K3_HUMAN,none,none,Y
Q8NGY5,OR6N1,OR6N1_HUMAN,none,none,Y
Q8NGY6,OR6N2,OR6N2_HUMAN,none,none,Y
Q8NGY7,OR10J6P,O10J6_HUMAN,OR10J6,none,Y
Q8NGY9,OR2L8,OR2L8_HUMAN,none,none,Y
Q8NGZ0,OR2AJ1,O2AJ1_HUMAN,OR2AJ1P,none,Y
Q8NGZ2,OR14K1,O14K1_HUMAN,OR5AY1,none,Y
Q8NGZ3,OR13G1,O13G1_HUMAN,none,none,Y
Q8NGZ4,OR2G3,OR2G3_HUMAN,none,none,Y
Q8NGZ5,OR2G2,OR2G2_HUMAN,none,none,Y
Q8NGZ6,OR6F1,OR6F1_HUMAN,none,none,Y
Q8NGZ9,OR2T10,O2T10_HUMAN,none,none,Y
Q8NH00,OR2T4,OR2T4_HUMAN,none,none,Y
Q8NH01,OR2T11,O2T11_HUMAN,none,none,Y
Q8NH02,OR2T29,O2T29_HUMAN,none,none,Y
Q8NH03,OR2T3,OR2T3_HUMAN,none,none,Y
Q8NH04,OR2T27,O2T27_HUMAN,none,none,Y
Q8NH05,OR4Q3,OR4Q3_HUMAN,OR4Q4,none,Y
Q8NH05,OR4Q3,OR4Q3_HUMAN,C14orf13,none,Y
Q8NH06,OR1P1,OR1P1_HUMAN,OR1P1P,none,Y
Q8NH07,OR11H2,O11H2_HUMAN,OR11H2P,none,Y
Q8NH07,OR11H2,O11H2_HUMAN,C14orf15,none,Y
Q8NH08,OR10AC1,O10AC_HUMAN,OR10AC1P,none,Y
Q8NH09,OR8S1,OR8S1_HUMAN,none,none,Y
Q8NH10,OR8U1,OR8U1_HUMAN,none,none,Y
Q8NH16,OR2L2,OR2L2_HUMAN,OR2L12,none,Y
Q8NH16,OR2L2,OR2L2_HUMAN,OR2L4P,none,Y
Q8NH18,OR5J2,OR5J2_HUMAN,none,none,Y
Q8NH19,OR10AG1,O10AG_HUMAN,none,none,Y
Q8NH21,OR4F5,OR4F5_HUMAN,none,none,Y
Q8NH37,OR4C3,OR4C3_HUMAN,none,none,Y
Q8NH40,OR6S1,OR6S1_HUMAN,none,none,Y
Q8NH41,OR4K15,OR4KF_HUMAN,none,none,Y
Q8NH42,OR4K13,OR4KD_HUMAN,none,none,Y
Q8NH43,OR4L1,OR4L1_HUMAN,OR4L2P,none,Y
Q8NH48,OR5B3,OR5B3_HUMAN,OR5B13,none,Y
Q8NH49,OR4X1,OR4X1_HUMAN,none,none,Y
Q8NH50,OR8K5,OR8K5_HUMAN,none,none,Y
Q8NH51,OR8K3,OR8K3_HUMAN,none,none,Y
Q8NH53,OR52N1,O52N1_HUMAN,none,none,Y
Q8NH54,OR56A3,O56A3_HUMAN,OR56A3P,none,Y
Q8NH54,OR56A3,O56A3_HUMAN,OR56A6,none,Y
Q8NH55,OR52E5,O52E5_HUMAN,none,none,Y
Q8NH56,OR52N5,O52N5_HUMAN,none,none,Y
Q8NH57,OR52P1P,O52P1_HUMAN,OR52P1,none,Y
Q8NH59,OR51Q1,O51Q1_HUMAN,none,none,Y
Q8NH60,OR52J3,O52J3_HUMAN,none,none,Y
Q8NH61,OR51F2,O51F2_HUMAN,none,none,Y
Q8NH63,OR51H1,O51H1_HUMAN,OR51H1P,none,Y
Q8NH64,OR51A7,O51A7_HUMAN,none,none,Y
Q8NH67,OR52I2,O52I2_HUMAN,none,none,Y
Q8NH69,OR5W2,OR5W2_HUMAN,OR5W2P,none,Y
Q8NH69,OR5W2,OR5W2_HUMAN,OR5W3P,none,Y
Q8NH70,OR4A16,O4A16_HUMAN,none,none,Y
Q8NH72,OR4C6,OR4C6_HUMAN,none,none,Y
Q8NH73,OR4S2,OR4S2_HUMAN,OR4S2P,none,Y
Q8NH74,OR10A6,O10A6_HUMAN,none,none,Y
Q8NH76,OR56B4,O56B4_HUMAN,none,none,Y
Q8NH79,OR6X1,OR6X1_HUMAN,none,none,Y
Q8NH80,OR10D3,O10D3_HUMAN,OR10D3P,none,Y
Q8NH81,OR10G6,O10G6_HUMAN,OR10G6P,none,Y
Q8NH83,OR4A5,OR4A5_HUMAN,none,none,Y
Q8NH85,OR5R1,OR5R1_HUMAN,OR5R1P,none,Y
Q8NH87,OR9G1,OR9G1_HUMAN,OR9G5,none,Y
Q8NH89,OR5AK3P,O5AK3_HUMAN,OR5AK3,none,Y
Q8NH90,OR5AK2,O5AK2_HUMAN,none,none,Y
Q8NH92,OR1S1,OR1S1_HUMAN,none,none,Y
Q8NH93,OR1L3,OR1L3_HUMAN,none,none,Y
Q8NH94,OR1L1,OR1L1_HUMAN,OR1L2,none,Y
Q8NH95,OR13C6P,O13C6_HUMAN,none,none,Y
Q8NHA4,OR2AE1,O2AE1_HUMAN,OR2AE2,none,Y
Q8NHA6,OR2W6P,OR2W6_HUMAN,OR2W7P,none,Y
Q8NHA8,OR1F12,OR1FC_HUMAN,OR1F12P,none,Y
Q8NHB1,OR2V1,OR2V1_HUMAN,none,none,Y
Q8NHB7,OR5K1,OR5K1_HUMAN,none,none,Y
Q8NHB8,OR5K2,OR5K2_HUMAN,none,none,Y
Q8NHC4,OR10J5,O10J5_HUMAN,none,none,Y
Q8NHC5,OR14A16,O14AG_HUMAN,OR5AT1,none,Y
Q8NHC6,OR14L1P,O14L1_HUMAN,OR5AV1P,none,Y
Q8NHC7,OR14C36,O14CZ_HUMAN,OR5BF1,none,Y
Q8NHC8,OR2T6,OR2T6_HUMAN,OR2T9,none,Y
Q8NHC8,OR2T6,OR2T6_HUMAN,OR2T6P,none,Y
Q8NHE4,ATP6V0E2,VA0E2_HUMAN,ATP6V0E2L,none,Y
Q8NHE4,ATP6V0E2,VA0E2_HUMAN,C7orf32,none,Y
Q8NHG7,SVIP,SVIP_HUMAN,none,none,Y
Q8NHG8,ZNRF2,ZNRF2_HUMAN,RNF202,none,Y
Q8NHH1,TTLL11,TTL11_HUMAN,C9orf20,none,Y
Q8NHH9,ATL2,ATLA2_HUMAN,ARL6IP2,none,Y
Q8NHJ6,LILRB4,LIRB4_HUMAN,LIR5,none,Y
Q8NHJ6,LILRB4,LIRB4_HUMAN,ILT3,none,Y
Q8NHK3,KIR2DL5B,KI2LB_HUMAN,CD158F,none,Y
Q8NHK3,KIR2DL5B,KI2LB_HUMAN,KIR2DL5,none,Y
Q8NHK3,KIR2DL5B,KI2LB_HUMAN,CD158F2,none,Y
Q8NHK3,KIR2DL5B,KI2LB_HUMAN,KIR2DLX,none,Y
Q8NHL6,LILRB1,LIRB1_HUMAN,ILT2,none,Y
Q8NHL6,LILRB1,LIRB1_HUMAN,MIR7,none,Y
Q8NHL6,LILRB1,LIRB1_HUMAN,LIR1,none,Y
Q8NHM4,PRSS3P2,TRY6_HUMAN,T6,none,Y
Q8NHM4,PRSS3P2,TRY6_HUMAN,TRY6,none,Y
Q8NHM5,KDM2B,KDM2B_HUMAN,JHDM1B,none,Y
Q8NHM5,KDM2B,KDM2B_HUMAN,FBL10,none,Y
Q8NHM5,KDM2B,KDM2B_HUMAN,PCCX2,none,Y
Q8NHM5,KDM2B,KDM2B_HUMAN,CXXC2,none,Y
Q8NHM5,KDM2B,KDM2B_HUMAN,NDY1,none,Y
Q8NHM5,KDM2B,KDM2B_HUMAN,FBXL10,none,Y
Q8NHP1,AKR7L,ARK74_HUMAN,AFAR3,none,Y
Q8NHP1,AKR7L,ARK74_HUMAN,AKR7A4,none,Y
Q8NHP6,MOSPD2,MSPD2_HUMAN,none,none,Y
Q8NHP7,EXD1,EXD1_HUMAN,EXDL1,none,Y
Q8NHP8,PLBD2,PLBL2_HUMAN,none,none,Y
Q8NHQ1,CEP70,CEP70_HUMAN,BITE,none,Y
Q8NHQ8,RASSF8,RASF8_HUMAN,C12orf2,none,Y
Q8NHQ9,DDX55,DDX55_HUMAN,KIAA1595,none,Y
Q8NHR7,TERB2,TERB2_HUMAN,C15orf43,none,Y
Q8NHR9,PFN4,PROF4_HUMAN,none,none,Y
Q8NHS0,DNAJB8,DNJB8_HUMAN,none,none,Y
Q8NHS1,CLDND2,CLDN2_HUMAN,none,none,Y
Q8NHS2,GOT1L1,AATC2_HUMAN,none,none,Y
Q8NHS3,MFSD8,MFSD8_HUMAN,CLN7,none,Y
Q8NHS4,CLHC1,CLHC1_HUMAN,C2orf63,none,Y
Q8NHS9,SPATA22,SPT22_HUMAN,none,none,Y
Q8NHU0,CT45A3,CT453_HUMAN,CT45A4,none,Y
Q8NHU0,CT45A3,CT453_HUMAN,CT45-3,none,Y
Q8NHU0,CT45A3,CT453_HUMAN,CT45-4,none,Y
Q8NHU2,CFAP61,CFA61_HUMAN,C20orf26,none,Y
Q8NHU3,SGMS2,SMS2_HUMAN,SMS2,none,Y
Q8NHU6,TDRD7,TDRD7_HUMAN,PCTAIRE2BP,none,Y
Q8NHV1,GIMAP7,GIMA7_HUMAN,IAN7,none,Y
Q8NHV4,NEDD1,NEDD1_HUMAN,none,none,Y
Q8NHV5,MOSMO,MOSMO_HUMAN,ATTHOG,none,Y
Q8NHV5,MOSMO,MOSMO_HUMAN,C16orf52,none,Y
Q8NHV9,RHOXF1,RHXF1_HUMAN,PEPP1,none,Y
Q8NHV9,RHOXF1,RHXF1_HUMAN,OTEX,none,Y
Q8NHW3,MAFA,MAFA_HUMAN,none,none,Y
Q8NHW4,CCL4L2,CC4L_HUMAN,CCL4L,none,Y
Q8NHW4,CCL4L2,CC4L_HUMAN,SCYA4L2,none,Y
Q8NHW4,CCL4L2,CC4L_HUMAN,SCYA4L1,none,Y
Q8NHW4,CCL4L2,CC4L_HUMAN,CCL4L,none,Y
Q8NHW4,CCL4L2,CC4L_HUMAN,LAG1,none,Y
Q8NHW4,CCL4L1,CC4L_HUMAN,SCYA4L2,none,Y
Q8NHW4,CCL4L1,CC4L_HUMAN,SCYA4L1,none,Y
Q8NHW4,CCL4L1,CC4L_HUMAN,CCL4L,none,Y
Q8NHW4,CCL4L1,CC4L_HUMAN,CCL4L,none,Y
Q8NHW4,CCL4L1,CC4L_HUMAN,LAG1,none,Y
Q8NHW5,RPLP0P6,RLA0L_HUMAN,none,none,Y
Q8NHW6,OTOS,OTOSP_HUMAN,OTOSP,none,Y
Q8NHX4,SPATA3,SPTA3_HUMAN,TSARG1,none,Y
Q8NHX9,TPCN2,TPC2_HUMAN,TPC2,none,Y
Q8NHY0,B4GALNT2,B4GN2_HUMAN,GALGT2,none,Y
Q8NHY2,COP1,COP1_HUMAN,RNF200,none,Y
Q8NHY2,COP1,COP1_HUMAN,RFWD2,none,Y
Q8NHY3,GAS2L2,GA2L2_HUMAN,GAR17,none,Y
Q8NHY5,HUS1B,HUS1B_HUMAN,none,none,Y
Q8NHY6,ZFP28,ZFP28_HUMAN,KIAA1431,none,Y
Q8NHZ7,MBD3L2,MB3L2_HUMAN,none,none,Y
Q8NHZ8,CDC26,CDC26_HUMAN,ANAPC12,none,Y
Q8NHZ8,CDC26,CDC26_HUMAN,C9orf17,none,Y
Q8NI08,NCOA7,NCOA7_HUMAN,ESNA1,Nbla00052,Y
Q8NI08,NCOA7,NCOA7_HUMAN,ESNA1,Nbla10993,Y
Q8NI08,NCOA7,NCOA7_HUMAN,ERAP140,Nbla00052,Y
Q8NI08,NCOA7,NCOA7_HUMAN,ERAP140,Nbla10993,Y
Q8NI17,IL31RA,IL31R_HUMAN,CRL3,UNQ6368/PRO21073/PRO21384,Y
Q8NI17,IL31RA,IL31R_HUMAN,GPL,UNQ6368/PRO21073/PRO21384,Y
Q8NI22,MCFD2,MCFD2_HUMAN,SDNSF,none,Y
Q8NI27,THOC2,THOC2_HUMAN,CXorf3,none,Y
Q8NI28,LINC01006,CG013_HUMAN,C7orf13,none,Y
Q8NI28,LINC01006,CG013_HUMAN,MY040,none,Y
Q8NI29,FBXO27,FBX27_HUMAN,FBG5,none,Y
Q8NI29,FBXO27,FBX27_HUMAN,FBX27,none,Y
Q8NI32,LYPD6B,LPD6B_HUMAN,none,none,Y
Q8NI35,PATJ,INADL_HUMAN,CIPP,none,Y
Q8NI35,PATJ,INADL_HUMAN,INADL,none,Y
Q8NI36,WDR36,WDR36_HUMAN,none,none,Y
Q8NI37,PPTC7,PPTC7_HUMAN,TAPP2C,none,Y
Q8NI38,NFKBID,IKBD_HUMAN,IKBNS,none,Y
Q8NI51,CTCFL,CTCFL_HUMAN,BORIS,none,Y
Q8NI60,COQ8A,COQ8A_HUMAN,ADCK3,PP265,Y
Q8NI60,COQ8A,COQ8A_HUMAN,CABC1,PP265,Y
Q8NI77,KIF18A,KI18A_HUMAN,none,OK/SW-cl.108,Y
Q8NI99,ANGPTL6,ANGL6_HUMAN,AGF,UNQ152/PRO178,Y
Q8NI99,ANGPTL6,ANGL6_HUMAN,ARP5,UNQ152/PRO178,Y
Q8TA86,RP9,RP9_HUMAN,none,none,Y
Q8TA94,ZNF563,ZN563_HUMAN,none,none,Y
Q8TAA1,RNASE11,RNS11_HUMAN,C14orf6,UNQ5832/PRO19669,Y
Q8TAA3,PSMA8,PSMA8_HUMAN,PSMA7L,none,Y
Q8TAA5,GRPEL2,GRPE2_HUMAN,none,none,Y
Q8TAA9,VANGL1,VANG1_HUMAN,STB2,none,Y
Q8TAB3,PCDH19,PCD19_HUMAN,KIAA1313,none,Y
Q8TAB5,C1orf216,CA216_HUMAN,none,none,Y
Q8TAB7,CCDC26,CCD26_HUMAN,RAM,none,Y
Q8TAC1,RFESD,RFESD_HUMAN,none,none,Y
Q8TAC2,JOSD2,JOS2_HUMAN,none,SBBI54,Y
Q8TAC9,SCAMP5,SCAM5_HUMAN,none,none,Y
Q8TAD2,IL17D,IL17D_HUMAN,none,UNQ3096/PRO21175,Y
Q8TAD4,SLC30A5,ZNT5_HUMAN,ZNT5,UNQ863/PRO1879,Y
Q8TAD4,SLC30A5,ZNT5_HUMAN,ZTL1,UNQ863/PRO1879,Y
Q8TAD4,SLC30A5,ZNT5_HUMAN,ZNTL1,UNQ863/PRO1879,Y
Q8TAD7,OCC1,OCC1_HUMAN,C12orf75,none,Y
Q8TAD8,SNIP1,SNIP1_HUMAN,none,none,Y
Q8TAE6,PPP1R14C,PP14C_HUMAN,KEPI,none,Y
Q8TAE7,KCNG3,KCNG3_HUMAN,none,none,Y
Q8TAE8,GADD45GIP1,G45IP_HUMAN,MRPL59,none,Y
Q8TAE8,GADD45GIP1,G45IP_HUMAN,PRG6,none,Y
Q8TAE8,GADD45GIP1,G45IP_HUMAN,PLINP1,none,Y
Q8TAF3,WDR48,WDR48_HUMAN,KIAA1449,none,Y
Q8TAF3,WDR48,WDR48_HUMAN,UAF1,none,Y
Q8TAF5,FLVCR1-DT,LQK1_HUMAN,LQK1,none,Y
Q8TAF5,FLVCR1-DT,LQK1_HUMAN,FLVCR1-AS1,none,Y
Q8TAF7,ZNF461,ZN461_HUMAN,GIOT1,none,Y
Q8TAF8,LHFPL5,LHPL5_HUMAN,TMHS,none,Y
Q8TAG5,VSTM2A,VTM2A_HUMAN,VSTM2,none,Y
Q8TAG6,VXN,VEXIN_HUMAN,C8orf46,none,Y
Q8TAG9,EXOC6,EXOC6_HUMAN,SEC15A,none,Y
Q8TAG9,EXOC6,EXOC6_HUMAN,SEC15L,none,Y
Q8TAG9,EXOC6,EXOC6_HUMAN,SEC15L1,none,Y
Q8TAI1,TYMSOS,TYMOS_HUMAN,C18orf56,none,Y
Q8TAI7,RHEBL1,REBL1_HUMAN,none,none,Y
Q8TAK5,GABPB2,GABP2_HUMAN,none,none,Y
Q8TAK6,OLIG1,OLIG1_HUMAN,BHLHE21,none,Y
Q8TAK6,OLIG1,OLIG1_HUMAN,BHLHB6,none,Y
Q8TAL5,C9orf43,CI043_HUMAN,none,none,Y
Q8TAL6,FIBIN,FIBIN_HUMAN,none,PSEC0235,Y
Q8TAM1,BBS10,BBS10_HUMAN,C12orf58,none,Y
Q8TAM2,TTC8,TTC8_HUMAN,BBS8,none,Y
Q8TAM6,ERMN,ERMIN_HUMAN,KIAA1189,none,Y
Q8TAP4,LMO3,LMO3_HUMAN,RBTNL2,none,Y
Q8TAP4,LMO3,LMO3_HUMAN,RBTN3,none,Y
Q8TAP4,LMO3,LMO3_HUMAN,RHOM3,none,Y
Q8TAP6,CEP76,CEP76_HUMAN,C18orf9,none,Y
Q8TAP8,PPP1R35,PPR35_HUMAN,C7orf47,none,Y
Q8TAP9,MPLKIP,MPLKI_HUMAN,TTDN1,none,Y
Q8TAP9,MPLKIP,MPLKI_HUMAN,C7orf11,none,Y
Q8TAQ2,SMARCC2,SMRC2_HUMAN,BAF170,none,Y
Q8TAQ5,ZNF420,ZN420_HUMAN,none,none,Y
Q8TAQ9,SUN3,SUN3_HUMAN,SUNC1,none,Y
Q8TAS1,UHMK1,UHMK1_HUMAN,KIST,none,Y
Q8TAS1,UHMK1,UHMK1_HUMAN,KIS,none,Y
Q8TAT2,FGFBP3,FGFP3_HUMAN,C10orf13,PSEC0101,Y
Q8TAT5,NEIL3,NEIL3_HUMAN,none,none,Y
Q8TAT6,NPLOC4,NPL4_HUMAN,NPL4,none,Y
Q8TAT6,NPLOC4,NPL4_HUMAN,KIAA1499,none,Y
Q8TAU0,NKX2-3,NKX23_HUMAN,NKX2C,none,Y
Q8TAU0,NKX2-3,NKX23_HUMAN,NKX23,none,Y
Q8TAU3,ZNF417,ZN417_HUMAN,none,none,Y
Q8TAV0,FAM76A,FA76A_HUMAN,none,none,Y
Q8TAV3,CYP2W1,CP2W1_HUMAN,none,none,Y
Q8TAV4,STOML3,STML3_HUMAN,none,none,Y
Q8TAV5,C11orf45,CK045_HUMAN,none,none,Y
Q8TAW3,ZNF671,ZN671_HUMAN,none,none,Y
Q8TAX0,OSR1,OSR1_HUMAN,ODD,none,Y
Q8TAX7,MUC7,MUC7_HUMAN,MG2,none,Y
Q8TAX9,GSDMB,GSDMB_HUMAN,GSDML,PP4052,Y
Q8TAX9,GSDMB,GSDMB_HUMAN,GSDML,PRO2521,Y
Q8TAY7,FAM110D,F110D_HUMAN,GRRP1,none,Y
Q8TAZ6,CMTM2,CKLF2_HUMAN,CKLFSF2,none,Y
Q8TB03,CXorf38,CX038_HUMAN,none,none,Y
Q8TB05,UBALD1,UBAD1_HUMAN,FAM100A,PP11303,Y
Q8TB22,SPATA20,SPT20_HUMAN,none,none,Y
Q8TB24,RIN3,RIN3_HUMAN,none,none,Y
Q8TB33,LINC01560,CX024_HUMAN,CXorf24,none,Y
Q8TB36,GDAP1,GDAP1_HUMAN,none,none,Y
Q8TB37,NUBPL,NUBPL_HUMAN,C14orf127,none,Y
Q8TB40,ABHD4,ABHD4_HUMAN,none,none,Y
Q8TB45,DEPTOR,DPTOR_HUMAN,DEPDC6,none,Y
Q8TB52,FBXO30,FBX30_HUMAN,FBX30,none,Y
Q8TB61,SLC35B2,S35B2_HUMAN,PAPST1,PSEC0149,Y
Q8TB68,PRR7,PRR7_HUMAN,none,none,Y
Q8TB69,ZNF519,ZN519_HUMAN,none,none,Y
Q8TB72,PUM2,PUM2_HUMAN,PUMH2,none,Y
Q8TB72,PUM2,PUM2_HUMAN,KIAA0235,none,Y
Q8TB73,NDNF,NDNF_HUMAN,C4orf31,UNQ2748/PRO6487,Y
Q8TB92,HMGCLL1,HMGC2_HUMAN,none,none,Y
Q8TB96,ITFG1,TIP_HUMAN,LNKN-1,CDA08,Y
Q8TB96,ITFG1,TIP_HUMAN,TIP,CDA08,Y
Q8TBA6,GOLGA5,GOGA5_HUMAN,RFG5,PIG31,Y
Q8TBA6,GOLGA5,GOGA5_HUMAN,RETII,PIG31,Y
Q8TBB0,THAP6,THAP6_HUMAN,none,none,Y
Q8TBB1,LNX1,LNX1_HUMAN,PDZRN2,UNQ574/PRO1136,Y
Q8TBB1,LNX1,LNX1_HUMAN,LNX,UNQ574/PRO1136,Y
Q8TBB5,KLHDC4,KLDC4_HUMAN,none,none,Y
Q8TBB6,SLC7A14,S7A14_HUMAN,KIAA1613,none,Y
Q8TBC3,SHKBP1,SHKB1_HUMAN,SB1,PP203,Y
Q8TBC4,UBA3,UBA3_HUMAN,UBE1C,none,Y
Q8TBC5,ZSCAN18,ZSC18_HUMAN,ZNF447,none,Y
Q8TBE0,BAHD1,BAHD1_HUMAN,KIAA0945,none,Y
Q8TBE1,CNIH3,CNIH3_HUMAN,none,none,Y
Q8TBE3,FNDC9,FNDC9_HUMAN,C5orf40,none,Y
Q8TBE7,SLC35G2,S35G2_HUMAN,TMEM22,none,Y
Q8TBE9,NANP,NANP_HUMAN,HDHD4,none,Y
Q8TBE9,NANP,NANP_HUMAN,C20orf147,none,Y
Q8TBF2,PRXL2B,PXL2B_HUMAN,C1orf93,none,Y
Q8TBF2,PRXL2B,PXL2B_HUMAN,FAM213B,none,Y
Q8TBF4,ZCRB1,ZCRB1_HUMAN,none,none,Y
Q8TBF5,PIGX,PIGX_HUMAN,none,none,Y
Q8TBF8,FAM81A,FA81A_HUMAN,none,none,Y
Q8TBG4,ETNPPL,AT2L1_HUMAN,AGXT2L1,none,Y
Q8TBG9,SYNPR,SYNPR_HUMAN,none,none,Y
Q8TBH0,ARRDC2,ARRD2_HUMAN,none,PP2703,Y
Q8TBJ4,PLPPR1,PLPR1_HUMAN,LPPR1,none,Y
Q8TBJ4,PLPPR1,PLPR1_HUMAN,PRG3,none,Y
Q8TBJ5,FEZF2,FEZF2_HUMAN,ZNF312,FKSG36,Y
Q8TBJ5,FEZF2,FEZF2_HUMAN,FEZL,FKSG36,Y
Q8TBK2,SETD6,SETD6_HUMAN,none,none,Y
Q8TBK6,ZCCHC10,ZCH10_HUMAN,none,none,Y
Q8TBM7,TMEM254,TM254_HUMAN,C10orf57,none,Y
Q8TBM8,DNAJB14,DJB14_HUMAN,none,UNQ9427/PRO34683,Y
Q8TBN0,RAB3IL1,R3GEF_HUMAN,none,none,Y
Q8TBP0,TBC1D16,TBC16_HUMAN,none,none,Y
Q8TBP5,FAM174A,F174A_HUMAN,TMEM157,UNQ1912/PRO4371,Y
Q8TBP5,FAM174A,F174A_HUMAN,NS5ATP6,UNQ1912/PRO4371,Y
Q8TBP6,SLC25A40,S2540_HUMAN,MCFP,none,Y
Q8TBQ9,TMEM167A,KISHA_HUMAN,TMEM167,none,Y
Q8TBR4,STAG3L4,ST3L4_HUMAN,none,none,Y
Q8TBR5,CIRBP-AS1,CSAS1_HUMAN,C19orf23,none,Y
Q8TBR7,TLCD3A,TLC3A_HUMAN,FAM57A,none,Y
Q8TBX8,PIP4K2C,PI42C_HUMAN,PIP5K2C,none,Y
Q8TBY0,RBM46,RBM46_HUMAN,none,none,Y
Q8TBY8,PMFBP1,PMFBP_HUMAN,none,none,Y
Q8TBY9,WDR66,CF251_HUMAN,CFAP251,none,Y
Q8TBZ0,CCDC110,CC110_HUMAN,KMHN1,none,Y
Q8TBZ2,MYCBPAP,MYBPP_HUMAN,AMAP1,none,Y
Q8TBZ3,WDR20,WDR20_HUMAN,none,none,Y
Q8TBZ5,ZNF502,ZN502_HUMAN,none,none,Y
Q8TBZ6,TRMT10A,TM10A_HUMAN,RG9MTD2,none,Y
Q8TBZ8,ZNF564,ZN564_HUMAN,none,none,Y
Q8TBZ9,TEX47,TEX47_HUMAN,C7orf62,none,Y
Q8TC05,MDM1,MDM1_HUMAN,none,none,Y
Q8TC07,TBC1D15,TBC15_HUMAN,none,none,Y
Q8TC12,RDH11,RDH11_HUMAN,PSDR1,CGI-82,Y
Q8TC12,RDH11,RDH11_HUMAN,SDR7C1,CGI-82,Y
Q8TC12,RDH11,RDH11_HUMAN,ARSDR1,CGI-82,Y
Q8TC17,GRAPL,GRAPL_HUMAN,none,none,Y
Q8TC20,CAGE1,CAGE1_HUMAN,CTAG3,none,Y
Q8TC21,ZNF596,ZN596_HUMAN,none,none,Y
Q8TC26,TMEM163,TM163_HUMAN,none,none,Y
Q8TC27,ADAM32,ADA32_HUMAN,none,UNQ5982/PRO21340,Y
