accid,gene,uniprot_id,gene_synonym,gene_orfname,reviewed
Q8NDM7,CFAP43,CFA43_HUMAN,WDR96,none,Y
Q8NDN9,RCBTB1,RCBT1_HUMAN,CLLD7,none,Y
Q8NDN9,RCBTB1,RCBT1_HUMAN,E4.5,none,Y
Q8NDP4,ZNF439,ZN439_HUMAN,none,none,Y
Q8NDQ6,ZNF540,ZN540_HUMAN,none,Nbla10512,Y
Q8NDT2,RBM15B,RB15B_HUMAN,OTT3,none,Y
Q8NDV1,ST6GALNAC3,SIA7C_HUMAN,SIAT7C,UNQ2787/PRO7177,Y
Q8NDV2,GPR26,GPR26_HUMAN,none,none,Y
Q8NDV3,SMC1B,SMC1B_HUMAN,SMC1L2,none,Y
Q8NDV7,TNRC6A,TNR6A_HUMAN,CAGH26,none,Y
Q8NDV7,TNRC6A,TNR6A_HUMAN,KIAA1460,none,Y
Q8NDV7,TNRC6A,TNR6A_HUMAN,TNRC6,none,Y
Q8NDW4,ZNF248,ZN248_HUMAN,none,none,Y
Q8NDW8,TTC21A,TT21A_HUMAN,STI2,none,Y
Q8NDX1,PSD4,PSD4_HUMAN,TIC,none,Y
Q8NDX1,PSD4,PSD4_HUMAN,EFA6B,none,Y
Q8NDX2,SLC17A8,VGLU3_HUMAN,VGLUT3,none,Y
Q8NDX5,PHC3,PHC3_HUMAN,PH3,none,Y
Q8NDX5,PHC3,PHC3_HUMAN,EDR3,none,Y
Q8NDX6,ZNF740,ZN740_HUMAN,TB7,none,Y
Q8NDX9,LY6G5B,LY65B_HUMAN,C6orf19,none,Y
Q8NDX9,LY6G5B,LY65B_HUMAN,G5B,none,Y
Q8NDY3,ADPRHL1,ARHL1_HUMAN,ARH2,none,Y
Q8NDY4,MDS2,MDS2_HUMAN,none,none,Y
Q8NDY6,BHLHE23,BHE23_HUMAN,BHLHB4,none,Y
Q8NDY8,TMEM52,TMM52_HUMAN,none,UNQ3048/PRO9864,Y
Q8NDZ0,BEND2,BEND2_HUMAN,CXorf20,none,Y
Q8NDZ2,SIMC1,SIMC1_HUMAN,C5orf25,none,Y
Q8NDZ4,DIPK2A,DIK2A_HUMAN,C3orf58,none,Y
Q8NDZ4,DIPK2A,DIK2A_HUMAN,DIA1,none,Y
Q8NDZ6,TMEM161B,T161B_HUMAN,none,UNQ679/PRO1313,Y
Q8NE00,TMEM104,TM104_HUMAN,none,none,Y
Q8NE01,CNNM3,CNNM3_HUMAN,ACDP3,none,Y
Q8NE09,RGS22,RGS22_HUMAN,none,none,Y
Q8NE18,NSUN7,NSUN7_HUMAN,none,none,Y
Q8NE22,SETD9,SETD9_HUMAN,C5orf35,none,Y
Q8NE28,STKLD1,STKL1_HUMAN,SGK071,none,Y
Q8NE28,STKLD1,STKL1_HUMAN,C9orf96,none,Y
Q8NE31,FAM13C,FA13C_HUMAN,FAM13C1,none,Y
Q8NE35,CPEB3,CPEB3_HUMAN,KIAA0940,none,Y
Q8NE62,CHDH,CHDH_HUMAN,none,none,Y
Q8NE63,HIPK4,HIPK4_HUMAN,none,none,Y
Q8NE65,ZNF738,ZN738_HUMAN,none,none,Y
Q8NE71,ABCF1,ABCF1_HUMAN,ABC50,none,Y
Q8NE79,BVES,POPD1_HUMAN,POPDC1,none,Y
Q8NE79,BVES,POPD1_HUMAN,POP1,none,Y
Q8NE86,MCU,MCU_HUMAN,C10orf42,none,Y
Q8NE86,MCU,MCU_HUMAN,CCDC109A,none,Y
Q8NEA4,FBXO36,FBX36_HUMAN,FBX36,none,Y
Q8NEA5,C19orf18,CS018_HUMAN,none,none,Y
Q8NEA6,GLIS3,GLIS3_HUMAN,ZNF515,none,Y
Q8NEA9,GMCL2,GMCL2_HUMAN,GMCL1P1,none,Y
Q8NEA9,GMCL2,GMCL2_HUMAN,GCL,none,Y
Q8NEA9,GMCL2,GMCL2_HUMAN,GMCL1L,none,Y
Q8NEB5,PLPP5,PLPP5_HUMAN,PPAPDC1B,none,Y
Q8NEB5,PLPP5,PLPP5_HUMAN,HTPAP,none,Y
Q8NEB5,PLPP5,PLPP5_HUMAN,DPPL1,none,Y
Q8NEB7,ACRBP,ACRBP_HUMAN,none,none,Y
Q8NEB9,PIK3C3,PK3C3_HUMAN,VPS34,none,Y
Q8NEC5,CATSPER1,CTSR1_HUMAN,none,none,Y
Q8NEC7,GSTCD,GSTCD_HUMAN,none,none,Y
Q8NEE0,KLHL30-AS1,KLAS1_HUMAN,C2orf19,none,Y
Q8NEE6,FBXL13,DRC6_HUMAN,DRC6,none,Y
Q8NEE6,FBXL13,DRC6_HUMAN,FBL13,none,Y
Q8NEE8,TTC16,TTC16_HUMAN,none,none,Y
Q8NEF3,CCDC112,CC112_HUMAN,MBC1,none,Y
Q8NEF9,SRFBP1,SRFB1_HUMAN,none,none,Y
Q8NEG0,FAM71C,FA71C_HUMAN,none,none,Y
Q8NEG2,C7orf57,CG057_HUMAN,none,none,Y
Q8NEG4,FAM83F,FA83F_HUMAN,none,none,Y
Q8NEG5,ZSWIM2,ZSWM2_HUMAN,ZZZ2,none,Y
Q8NEG7,DENND6B,DEN6B_HUMAN,FAM116B,none,Y
Q8NEH6,MNS1,MNS1_HUMAN,none,none,Y
Q8NEJ0,DUSP18,DUS18_HUMAN,LMWDSP20,none,Y
Q8NEJ9,NGDN,NGDN_HUMAN,C14orf120,none,Y
Q8NEK5,ZNF548,ZN548_HUMAN,none,none,Y
Q8NEK8,TENT5D,TET5D_HUMAN,FAM46D,none,Y
Q8NEL0,CCDC54,CCD54_HUMAN,none,none,Y
Q8NEL9,DDHD1,DDHD1_HUMAN,KIAA1705,none,Y
Q8NEM0,MCPH1,MCPH1_HUMAN,none,none,Y
Q8NEM1,ZNF680,ZN680_HUMAN,none,none,Y
Q8NEM2,SHCBP1,SHCBP_HUMAN,none,none,Y
Q8NEM7,SUPT20H,SP20H_HUMAN,C13orf19,FP757,Y
Q8NEM7,SUPT20H,SP20H_HUMAN,FAM48A,FP757,Y
Q8NEM8,AGBL3,CBPC3_HUMAN,CCP3,none,Y
Q8NEN0,ARMC2,ARMC2_HUMAN,none,none,Y
Q8NEN9,PDZD8,PDZD8_HUMAN,PDZK8,none,Y
Q8NEP3,DNAAF1,DAAF1_HUMAN,LRRC50,none,Y
Q8NEP4,C17orf47,CQ047_HUMAN,none,none,Y
Q8NEP7,KLHDC9,KLDC9_HUMAN,KARCA1,none,Y
Q8NEP9,ZNF555,ZN555_HUMAN,none,none,Y
Q8NEQ5,C1orf162,CA162_HUMAN,none,none,Y
Q8NEQ6,SRARP,SRARP_HUMAN,SSPR,none,Y
Q8NEQ6,SRARP,SRARP_HUMAN,C1orf64,none,Y
Q8NEQ6,SRARP,SRARP_HUMAN,ERRF,none,Y
Q8NER1,TRPV1,TRPV1_HUMAN,VR1,none,Y
Q8NER5,ACVR1C,ACV1C_HUMAN,ALK7,none,Y
Q8NES3,LFNG,LFNG_HUMAN,none,none,Y
Q8NES8,DEFB124,DB124_HUMAN,DEFB24,none,Y
Q8NET1,DEFB108B,D108B_HUMAN,DEFB108,none,Y
Q8NET1,DEFB108B,D108B_HUMAN,DEFB8,none,Y
Q8NET4,RTL9,RTL9_HUMAN,KIAA1318,none,Y
Q8NET4,RTL9,RTL9_HUMAN,RGAG1,none,Y
Q8NET5,NFAM1,NFAM1_HUMAN,CNAIP,none,Y
Q8NET6,CHST13,CHSTD_HUMAN,none,none,Y
Q8NET8,TRPV3,TRPV3_HUMAN,none,none,Y
Q8NEU8,APPL2,DP13B_HUMAN,DIP13B,none,Y
Q8NEV1,CSNK2A3,CSK23_HUMAN,CSNK2A1P,none,Y
Q8NEV4,MYO3A,MYO3A_HUMAN,none,none,Y
Q8NEV8,EXPH5,EXPH5_HUMAN,SLAC2B,none,Y
Q8NEV8,EXPH5,EXPH5_HUMAN,KIAA0624,none,Y
Q8NEV9,IL27,IL27A_HUMAN,IL27A,none,Y
Q8NEV9,IL27,IL27A_HUMAN,IL30,none,Y
Q8NEW0,SLC30A7,ZNT7_HUMAN,ZNT7,none,Y
Q8NEW0,SLC30A7,ZNT7_HUMAN,ZNTL2,none,Y
Q8NEW7,TMIE,TMIE_HUMAN,none,none,Y
Q8NEX5,WFDC9,WFDC9_HUMAN,WAP9,none,Y
Q8NEX6,WFDC11,WFD11_HUMAN,WAP11,none,Y
Q8NEX9,SDR9C7,DR9C7_HUMAN,SDRO,none,Y
Q8NEX9,SDR9C7,DR9C7_HUMAN,RDHS,none,Y
Q8NEY1,NAV1,NAV1_HUMAN,STEERIN1,none,Y
Q8NEY1,NAV1,NAV1_HUMAN,KIAA1213,none,Y
Q8NEY1,NAV1,NAV1_HUMAN,KIAA1151,none,Y
Q8NEY1,NAV1,NAV1_HUMAN,POMFIL3,none,Y
Q8NEY3,SPATA4,SPAT4_HUMAN,TSARG2,none,Y
Q8NEY4,ATP6V1C2,VATC2_HUMAN,none,none,Y
Q8NEY8,PPHLN1,PPHLN_HUMAN,none,HSPC206,Y
Q8NEY8,PPHLN1,PPHLN_HUMAN,none,HSPC232,Y
Q8NEZ2,VPS37A,VP37A_HUMAN,HCRP1,none,Y
Q8NEZ3,WDR19,WDR19_HUMAN,IFT144,none,Y
Q8NEZ3,WDR19,WDR19_HUMAN,KIAA1638,none,Y
Q8NEZ4,KMT2C,KMT2C_HUMAN,HALR,none,Y
Q8NEZ4,KMT2C,KMT2C_HUMAN,KIAA1506,none,Y
Q8NEZ4,KMT2C,KMT2C_HUMAN,MLL3,none,Y
Q8NEZ5,FBXO22,FBX22_HUMAN,FBX22,none,Y
Q8NF37,LPCAT1,PCAT1_HUMAN,AYTL2,none,Y
Q8NF37,LPCAT1,PCAT1_HUMAN,PFAAP3,none,Y
Q8NF50,DOCK8,DOCK8_HUMAN,none,none,Y
Q8NF64,ZMIZ2,ZMIZ2_HUMAN,KIAA1886,HRIHFB2007,Y
Q8NF64,ZMIZ2,ZMIZ2_HUMAN,ZIMP7,HRIHFB2007,Y
Q8NF67,ANKRD20A12P,A2012_HUMAN,none,none,Y
Q8NF86,PRSS33,PRS33_HUMAN,none,none,Y
Q8NF91,SYNE1,SYNE1_HUMAN,C6orf98,none,Y
Q8NF91,SYNE1,SYNE1_HUMAN,KIAA0796,none,Y
Q8NF91,SYNE1,SYNE1_HUMAN,KIAA1756,none,Y
Q8NF91,SYNE1,SYNE1_HUMAN,KIAA1262,none,Y
Q8NF91,SYNE1,SYNE1_HUMAN,MYNE1,none,Y
Q8NF99,ZNF397,ZN397_HUMAN,ZSCAN15,none,Y
Q8NF99,ZNF397,ZN397_HUMAN,ZNF47,none,Y
Q8NFA0,USP32,UBP32_HUMAN,USP10,none,Y
Q8NFA2,NOXO1,NOXO1_HUMAN,P41NOX,none,Y
Q8NFA2,NOXO1,NOXO1_HUMAN,SH3PXD5,none,Y
Q8NFB2,TMEM185A,T185A_HUMAN,CXorf13,none,Y
Q8NFB2,TMEM185A,T185A_HUMAN,FAM11A,none,Y
Q8NFC6,BOD1L1,BD1L1_HUMAN,BOD1L,none,Y
Q8NFC6,BOD1L1,BD1L1_HUMAN,FAM44A,none,Y
Q8NFC6,BOD1L1,BD1L1_HUMAN,KIAA1327,none,Y
Q8NFD2,ANKK1,ANKK1_HUMAN,SGK288,none,Y
Q8NFD2,ANKK1,ANKK1_HUMAN,PKK2,none,Y
Q8NFD5,ARID1B,ARI1B_HUMAN,OSA2,none,Y
Q8NFD5,ARID1B,ARI1B_HUMAN,DAN15,none,Y
Q8NFD5,ARID1B,ARI1B_HUMAN,KIAA1235,none,Y
Q8NFD5,ARID1B,ARI1B_HUMAN,BAF250B,none,Y
Q8NFF2,SLC24A4,NCKX4_HUMAN,NCKX4,none,Y
Q8NFF5,FLAD1,FAD1_HUMAN,none,PP591,Y
Q8NFG4,FLCN,FLCN_HUMAN,BHD,none,Y
Q8NFH3,NUP43,NUP43_HUMAN,none,none,Y
Q8NFH4,NUP37,NUP37_HUMAN,none,none,Y
Q8NFH5,NUP35,NUP35_HUMAN,NUP53,none,Y
Q8NFH5,NUP35,NUP35_HUMAN,MP44,none,Y
Q8NFH8,REPS2,REPS2_HUMAN,POB1,none,Y
Q8NFI3,ENGASE,ENASE_HUMAN,none,none,Y
Q8NFI4,ST13P5,F10A5_HUMAN,FAM10A5,none,Y
Q8NFJ5,GPRC5A,RAI3_HUMAN,RAIG1,none,Y
Q8NFJ5,GPRC5A,RAI3_HUMAN,GPCR5A,none,Y
Q8NFJ5,GPRC5A,RAI3_HUMAN,RAI3,none,Y
Q8NFJ6,PROKR2,PKR2_HUMAN,GPR73L1,none,Y
Q8NFJ6,PROKR2,PKR2_HUMAN,PKR2,none,Y
Q8NFJ8,BHLHE22,BHE22_HUMAN,BHLHB5,none,Y
Q8NFJ8,BHLHE22,BHE22_HUMAN,TNRC20,none,Y
Q8NFJ9,BBS1,BBS1_HUMAN,BBS2L2,none,Y
Q8NFK1,GJC3,CXG3_HUMAN,GJE1,none,Y
Q8NFL0,B3GNT7,B3GN7_HUMAN,none,none,Y
Q8NFM4,ADCY4,ADCY4_HUMAN,none,none,Y
Q8NFM7,IL17RD,I17RD_HUMAN,SEF,UNQ6115/PRO20026,Y
Q8NFM7,IL17RD,I17RD_HUMAN,IL17RLM,UNQ6115/PRO20026,Y
Q8NFN8,GPR156,GP156_HUMAN,GABABL,none,Y
Q8NFN8,GPR156,GP156_HUMAN,PGR28,none,Y
Q8NFP0,PXT1,PXT1_HUMAN,STEPP,none,Y
Q8NFP4,MDGA1,MDGA1_HUMAN,MAMDC3,none,Y
Q8NFP7,NUDT10,NUD10_HUMAN,DIPP3A,none,Y
Q8NFP7,NUDT10,NUD10_HUMAN,APS2,none,Y
Q8NFP9,NBEA,NBEA_HUMAN,BCL8B,none,Y
Q8NFP9,NBEA,NBEA_HUMAN,LYST2,none,Y
Q8NFP9,NBEA,NBEA_HUMAN,KIAA1544,none,Y
Q8NFQ5,BPIFB6,BPIB6_HUMAN,BPIL3,none,Y
Q8NFQ6,BPIFC,BPIFC_HUMAN,BPIL2,none,Y
Q8NFQ8,TOR1AIP2,TOIP2_HUMAN,IFRG15,none,Y
Q8NFQ8,TOR1AIP2,TOIP2_HUMAN,LULL1,none,Y
Q8NFR3,SPTSSB,SPTSB_HUMAN,ADMP,none,Y
Q8NFR3,SPTSSB,SPTSB_HUMAN,C3orf57,none,Y
Q8NFR3,SPTSSB,SPTSB_HUMAN,SSSPTB,none,Y
Q8NFR7,CCDC148,CC148_HUMAN,none,none,Y
Q8NFR9,IL17RE,I17RE_HUMAN,none,UNQ3056/PRO9877,Y
Q8NFT2,STEAP2,STEA2_HUMAN,PCANAP1,UNQ6507/PRO23203,Y
Q8NFT2,STEAP2,STEA2_HUMAN,STAMP1,UNQ6507/PRO23203,Y
Q8NFT6,DBF4B,DBF4B_HUMAN,ASKL1,none,Y
Q8NFT6,DBF4B,DBF4B_HUMAN,DRF1,none,Y
Q8NFT8,DNER,DNER_HUMAN,BET,UNQ262/PRO299,Y
Q8NFU0,BEST4,BEST4_HUMAN,VMD2L2,none,Y
Q8NFU1,BEST2,BEST2_HUMAN,VMD2L1,none,Y
Q8NFU3,TSTD1,TSTD1_HUMAN,KAT,none,Y
Q8NFU4,FDCSP,FDSCP_HUMAN,C4orf7,UNQ733/PRO1419,Y
Q8NFU5,IPMK,IPMK_HUMAN,IMPK,none,Y
Q8NFU7,TET1,TET1_HUMAN,KIAA1676,none,Y
Q8NFU7,TET1,TET1_HUMAN,LCX,none,Y
Q8NFU7,TET1,TET1_HUMAN,CXXC6,none,Y
Q8NFV4,ABHD11,ABHDB_HUMAN,WBSCR21,PP1226,Y
Q8NFV5,SPDYE1,SPDE1_HUMAN,WBSCR19,none,Y
Q8NFW1,COL22A1,COMA1_HUMAN,none,none,Y
Q8NFW5,DMBX1,DMBX1_HUMAN,PAXB,none,Y
Q8NFW5,DMBX1,DMBX1_HUMAN,OTX3,none,Y
Q8NFW5,DMBX1,DMBX1_HUMAN,MBX,none,Y
Q8NFW8,CMAS,NEUA_HUMAN,none,none,Y
Q8NFW9,MYRIP,MYRIP_HUMAN,SLAC2C,none,Y
Q8NFX7,STXBP6,STXB6_HUMAN,none,HSPC156,Y
Q8NFY4,SEMA6D,SEM6D_HUMAN,KIAA1479,none,Y
Q8NFY9,KBTBD8,KBTB8_HUMAN,KIAA1842,none,Y
Q8NFY9,KBTBD8,KBTB8_HUMAN,TAKRP,none,Y
Q8NFZ0,FBH1,FBH1_HUMAN,FBX18,none,Y
Q8NFZ0,FBH1,FBH1_HUMAN,FBXO18,none,Y
Q8NFZ3,NLGN4Y,NLGNY_HUMAN,KIAA0951,none,Y
Q8NFZ4,NLGN2,NLGN2_HUMAN,KIAA1366,none,Y
Q8NFZ5,TNIP2,TNIP2_HUMAN,FLIP1,none,Y
Q8NFZ5,TNIP2,TNIP2_HUMAN,ABIN2,none,Y
Q8NFZ6,VN1R2,VN1R2_HUMAN,V1RL2,none,Y
Q8NFZ8,CADM4,CADM4_HUMAN,NECL4,none,Y
Q8NFZ8,CADM4,CADM4_HUMAN,IGSF4C,none,Y
Q8NFZ8,CADM4,CADM4_HUMAN,TSLL2,none,Y
Q8NG04,SLC26A10,S2610_HUMAN,none,none,Y
Q8NG06,TRIM58,TRI58_HUMAN,none,none,Y
Q8NG08,HELB,HELB_HUMAN,none,none,Y
Q8NG11,TSPAN14,TSN14_HUMAN,TM4SF14,none,Y
Q8NG27,PJA1,PJA1_HUMAN,RNF70,none,Y
Q8NG31,KNL1,KNL1_HUMAN,CASC5,none,Y
Q8NG31,KNL1,KNL1_HUMAN,KIAA1570,none,Y
Q8NG35,DEFB105B,D105A_HUMAN,BD5,none,Y
Q8NG35,DEFB105B,D105A_HUMAN,DEFB105,none,Y
Q8NG35,DEFB105B,D105A_HUMAN,DEFB5,none,Y
Q8NG35,DEFB105A,D105A_HUMAN,DEFB105,none,Y
Q8NG35,DEFB105A,D105A_HUMAN,DEFB5,none,Y
Q8NG35,DEFB105A,D105A_HUMAN,BD5,none,Y
Q8NG41,NPB,NPB_HUMAN,PPL7,none,Y
Q8NG41,NPB,NPB_HUMAN,PPNPB,none,Y
Q8NG48,LINS1,LINES_HUMAN,WINS1,none,Y
Q8NG48,LINS1,LINES_HUMAN,LINS,none,Y
Q8NG50,RDM1,RDM1_HUMAN,RAD52B,none,Y
Q8NG57,ELOA3,ELOA3_HUMAN,TCEB3L2,none,Y
Q8NG57,ELOA3,ELOA3_HUMAN,TCEB3C,none,Y
Q8NG66,NEK11,NEK11_HUMAN,none,none,Y
Q8NG68,TTL,TTL_HUMAN,none,none,Y
Q8NG75,OR5T1,OR5T1_HUMAN,OR5T1P,none,Y
Q8NG76,OR2T33,O2T33_HUMAN,none,none,Y
Q8NG77,OR2T12,O2T12_HUMAN,none,none,Y
Q8NG78,OR8G5,OR8G5_HUMAN,OR8G6,none,Y
Q8NG78,OR8G5,OR8G5_HUMAN,OR8G5P,none,Y
Q8NG80,OR2L5,OR2L5_HUMAN,OR2L11,none,Y
Q8NG81,OR2M7,OR2M7_HUMAN,none,none,Y
Q8NG83,OR2M3,OR2M3_HUMAN,OR2M3P,none,Y
Q8NG83,OR2M3,OR2M3_HUMAN,OR2M6,none,Y
Q8NG84,OR2AK2,O2AK2_HUMAN,OR2AK1P,none,Y
Q8NG85,OR2L3,OR2L3_HUMAN,none,none,Y
Q8NG92,OR13H1,O13H1_HUMAN,none,none,Y
Q8NG94,OR11H1,O11H1_HUMAN,none,none,Y
Q8NG95,OR7G3,OR7G3_HUMAN,none,none,Y
Q8NG97,OR2Z1,OR2Z1_HUMAN,OR2Z2,none,Y
Q8NG98,OR7D4,OR7D4_HUMAN,OR7D4P,none,Y
Q8NG99,OR7G2,OR7G2_HUMAN,none,none,Y
Q8NGA0,OR7G1,OR7G1_HUMAN,OR7G1P,none,Y
Q8NGA1,OR1M1,OR1M1_HUMAN,none,none,Y
Q8NGA2,OR7A2P,OR7A2_HUMAN,OR7A2,none,Y
Q8NGA2,OR7A2P,OR7A2_HUMAN,OR7A7,none,Y
Q8NGA4,GPR32P1,G32P1_HUMAN,none,none,Y
Q8NGA5,OR10H4,O10H4_HUMAN,none,none,Y
Q8NGA6,OR10H5,O10H5_HUMAN,none,none,Y
Q8NGA8,OR4F17,O4F17_HUMAN,OR4F19,none,Y
Q8NGA8,OR4F17,O4F17_HUMAN,OR4F11P,none,Y
Q8NGA8,OR4F17,O4F17_HUMAN,OR4F18,none,Y
Q8NGB2,OR4C5,OR4C5_HUMAN,none,none,Y
Q8NGB4,OR4S1,OR4S1_HUMAN,none,none,Y
Q8NGB6,OR4M2,OR4M2_HUMAN,none,none,Y
Q8NGB8,OR4F15,O4F15_HUMAN,none,none,Y
Q8NGB9,OR4F6,OR4F6_HUMAN,OR4F12,none,Y
Q8NGC0,OR5AU1,O5AU1_HUMAN,none,none,Y
Q8NGC1,OR11G2,O11G2_HUMAN,none,none,Y
Q8NGC2,OR4E2,OR4E2_HUMAN,none,none,Y
Q8NGC3,OR10G2,O10G2_HUMAN,none,none,Y
Q8NGC4,OR10G3,O10G3_HUMAN,none,none,Y
Q8NGC5,OR6J1,OR6J1_HUMAN,OR6J2,none,Y
Q8NGC6,OR4K17,OR4KH_HUMAN,none,none,Y
Q8NGC7,OR11H6,O11H6_HUMAN,none,none,Y
Q8NGC8,OR11H7,O11H7_HUMAN,OR11H7P,none,Y
Q8NGC9,OR11H4,O11H4_HUMAN,none,none,Y
Q8NGD0,OR4M1,OR4M1_HUMAN,none,none,Y
Q8NGD1,OR4N2,OR4N2_HUMAN,none,none,Y
Q8NGD2,OR4K2,OR4K2_HUMAN,none,none,Y
Q8NGD3,OR4K5,OR4K5_HUMAN,none,none,Y
Q8NGD4,OR4K1,OR4K1_HUMAN,none,none,Y
Q8NGD5,OR4K14,OR4KE_HUMAN,none,none,Y
Q8NGE0,OR10AD1,O10AD_HUMAN,OR10AD1P,none,Y
Q8NGE1,OR6C4,OR6C4_HUMAN,none,none,Y
Q8NGE2,OR2AP1,O2AP1_HUMAN,OR2AP1P,none,Y
Q8NGE3,OR10P1,O10P1_HUMAN,OR10P2P,none,Y
Q8NGE3,OR10P1,O10P1_HUMAN,OR10P1P,none,Y
Q8NGE3,OR10P1,O10P1_HUMAN,OR10P3P,none,Y
Q8NGE5,OR10A7,O10A7_HUMAN,none,none,Y
Q8NGE7,OR9K2,OR9K2_HUMAN,none,none,Y
Q8NGE8,OR4D9,OR4D9_HUMAN,none,none,Y
Q8NGE9,OR9Q2,OR9Q2_HUMAN,OR9Q2P,none,Y
Q8NGF0,OR52B6,O52B6_HUMAN,none,none,Y
Q8NGF1,OR52R1,O52R1_HUMAN,none,none,Y
Q8NGF3,OR51D1,O51D1_HUMAN,none,none,Y
Q8NGF4,OR5AP2,O5AP2_HUMAN,none,none,Y
Q8NGF6,OR10W1,O10W1_HUMAN,OR10W1P,UNQ6469/PRO34070,Y
Q8NGF7,OR5B17,OR5BH_HUMAN,OR5B20P,none,Y
Q8NGF8,OR4B1,OR4B1_HUMAN,none,none,Y
Q8NGF9,OR4X2,OR4X2_HUMAN,none,none,Y
Q8NGG0,OR8J3,OR8J3_HUMAN,none,none,Y
Q8NGG1,OR8J2,OR8J2_HUMAN,OR8J2P,none,Y
Q8NGG2,OR5T2,OR5T2_HUMAN,none,none,Y
Q8NGG3,OR5T3,OR5T3_HUMAN,none,none,Y
Q8NGG4,OR8H1,OR8H1_HUMAN,none,none,Y
Q8NGG5,OR8K1,OR8K1_HUMAN,none,none,Y
Q8NGG6,OR8B12,OR8BC_HUMAN,none,none,Y
Q8NGG7,OR8A1,OR8A1_HUMAN,none,none,Y
Q8NGG8,OR8B3,OR8B3_HUMAN,none,none,Y
Q8NGH3,OR2D3,OR2D3_HUMAN,none,none,Y
Q8NGH5,OR56A1,O56A1_HUMAN,none,none,Y
Q8NGH6,OR52L2P,O52L2_HUMAN,OR52L2,none,Y
Q8NGH7,OR52L1,O52L1_HUMAN,none,none,Y
Q8NGH8,OR56A4,O56A4_HUMAN,none,none,Y
Q8NGH9,OR52E4,O52E4_HUMAN,none,none,Y
Q8NGI0,OR52N2,O52N2_HUMAN,none,none,Y
Q8NGI1,OR56B2P,O56B2_HUMAN,none,none,Y
Q8NGI2,OR52N4,O52N4_HUMAN,none,none,Y
Q8NGI3,OR56B1,O56B1_HUMAN,OR56B1P,none,Y
Q8NGI4,OR4D11,OR4DB_HUMAN,OR4D11P,none,Y
Q8NGI6,OR4D10,OR4DA_HUMAN,OR4D10P,none,Y
Q8NGI7,OR10V1,O10V1_HUMAN,none,none,Y
Q8NGI8,OR5AN1,O5AN1_HUMAN,none,none,Y
Q8NGI9,OR5A2,OR5A2_HUMAN,none,none,Y
Q8NGJ0,OR5A1,OR5A1_HUMAN,OR5A1P,none,Y
Q8NGJ1,OR4D6,OR4D6_HUMAN,none,none,Y
Q8NGJ2,OR52H1,O52H1_HUMAN,none,none,Y
Q8NGJ3,OR52E1,O52E1_HUMAN,OR52E1P,none,Y
Q8NGJ4,OR52E2,O52E2_HUMAN,none,none,Y
Q8NGJ5,OR51L1,O51L1_HUMAN,none,none,Y
Q8NGJ6,OR51A4,O51A4_HUMAN,none,none,Y
Q8NGJ7,OR51A2,O51A2_HUMAN,none,none,Y
Q8NGJ8,OR51S1,O51S1_HUMAN,none,none,Y
Q8NGJ9,OR51T1,O51T1_HUMAN,none,none,Y
Q8NGK0,OR51G2,O51G2_HUMAN,none,none,Y
Q8NGK1,OR51G1,O51G1_HUMAN,OR51G3P,none,Y
Q8NGK2,OR52B4,O52B4_HUMAN,none,none,Y
Q8NGK3,OR52K2,O52K2_HUMAN,none,none,Y
Q8NGK4,OR52K1,O52K1_HUMAN,none,none,Y
Q8NGK5,OR52M1,O52M1_HUMAN,OR52M1P,none,Y
Q8NGK6,OR52I1,O52I1_HUMAN,none,none,Y
Q8NGK9,OR5D16,OR5DG_HUMAN,none,none,Y
Q8NGL0,OR5L2,OR5L2_HUMAN,none,none,Y
Q8NGL1,OR5D18,OR5DI_HUMAN,none,none,Y
Q8NGL2,OR5L1,OR5L1_HUMAN,none,none,Y
Q8NGL3,OR5D14,OR5DE_HUMAN,none,none,Y
Q8NGL4,OR5D13,OR5DD_HUMAN,none,none,Y
Q8NGL6,OR4A15,O4A15_HUMAN,none,none,Y
Q8NGL7,OR4P4,OR4P4_HUMAN,OR4P3P,none,Y
Q8NGL9,OR4C16,OR4CG_HUMAN,none,none,Y
Q8NGM1,OR4C15,OR4CF_HUMAN,none,none,Y
Q8NGM8,OR6M1,OR6M1_HUMAN,none,none,Y
Q8NGM9,OR8D4,OR8D4_HUMAN,none,none,Y
Q8NGN0,OR4D5,OR4D5_HUMAN,none,none,Y
Q8NGN1,OR6T1,OR6T1_HUMAN,none,none,Y
Q8NGN2,OR10S1,O10S1_HUMAN,none,none,Y
Q8NGN3,OR10G4,O10G4_HUMAN,none,none,Y
Q8NGN4,OR10G9,O10G9_HUMAN,OR10G10P,none,Y
Q8NGN5,OR10G8,O10G8_HUMAN,none,none,Y
Q8NGN6,OR10G7,O10G7_HUMAN,none,none,Y
Q8NGN7,OR10D4P,O10D4_HUMAN,OR10D4,none,Y
Q8NGN8,OR4A4P,OR4A4_HUMAN,none,none,Y
Q8NGP0,OR4C13,OR4CD_HUMAN,none,none,Y
Q8NGP2,OR8J1,OR8J1_HUMAN,none,none,Y
Q8NGP3,OR5M9,OR5M9_HUMAN,none,none,Y
Q8NGP4,OR5M3,OR5M3_HUMAN,none,none,Y
Q8NGP6,OR5M8,OR5M8_HUMAN,none,none,Y
Q8NGP8,OR5M1,OR5M1_HUMAN,none,none,Y
Q8NGP9,OR5AR1,O5AR1_HUMAN,none,none,Y
